Seq,Phylum,Class,Order,Family,Genus
DH_13432,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_13844,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_14332,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_14398,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_14516,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14
DH_14888,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_15174,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_15678,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14
DH_15826,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_16307,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_18058,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_18271,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_19106,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_19261,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_19356,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_19674,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,SBZC-4624
DH_19719,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_19822,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,SBYX-4944
DH_19895,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_20290,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_20530,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_20546,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_20678,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_21005,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_21108,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_21625,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_21815,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14
DH_22037,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_22437,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_22728,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_24167,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,SBZC-4624
DH_24301,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_24546,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_24929,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_26097,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_26505,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_27974,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_28007,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_28081,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_28304,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Arctic95B-14
DH_29361,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_29563,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_29618,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_29917,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_29923,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_29965,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_30221,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_30241,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_31290,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_31463,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_31622,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_31718,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_32072,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_32249,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_32577,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA
DH_33076,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,BD2-3
DH_33527,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,PRD18C08
DH_33538,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,SBYX-4944
DH_369,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_495,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_567,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_637,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_832,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_896,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_1091,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_1157,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_1688,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_1840,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2026,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2175,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2269,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2433,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2459,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2466,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2820,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_2918,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_3113,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_3137,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_3202,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_4068,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_4290,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_4938,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_4969,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_4997,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5265,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5269,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5511,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5721,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5722,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5724,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_5756,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_6156,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_6195,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_6202,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_6581,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_6949,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_7332,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_7519,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_7716,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8066,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8094,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8234,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8434,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8649,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8887,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_8987,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_9106,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_9848,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_9972,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_10296,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_10600,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_10751,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_10903,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_11858,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12081,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12185,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12255,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12256,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12743,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12772,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12819,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12864,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_12898,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_13586,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_13882,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_14290,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_14976,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15320,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15576,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15646,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15657,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15795,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_15993,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_16542,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_16568,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17128,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17143,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17388,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17405,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17482,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_17610,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_18522,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_18533,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_19829,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_20029,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_20820,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_21105,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_21316,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_22089,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_22751,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_22829,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_23611,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_24722,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_24806,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_25472,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_25633,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_25924,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26368,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26426,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26565,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26752,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26935,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_26999,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_27062,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_28011,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_28038,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_28180,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_28274,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_29006,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_29900,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_30223,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_30609,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_30823,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_31272,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_32153,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_32439,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_32570,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_32674,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_33032,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_33523,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_33881,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA
DH_124,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_165,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_189,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_212,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_253,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_273,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_313,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_350,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_439,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_527,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_610,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_731,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_775,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_914,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_951,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_989,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_991,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_998,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1018,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1137,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1219,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1252,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1258,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1285,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1298,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1328,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1330,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1337,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1380,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_1426,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1433,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_1465,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1502,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1516,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1613,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1655,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1693,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1702,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1710,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1786,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1801,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1870,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1881,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1888,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1900,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1907,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_1909,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1910,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1931,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1958,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_1967,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_1982,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_1985,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2032,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2067,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2075,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2105,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2114,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2153,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2206,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2222,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2235,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2260,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2261,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2283,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2289,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2291,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2314,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2332,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2361,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2371,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_2435,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2469,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2478,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2484,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2503,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2509,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2553,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2555,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2556,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2564,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2636,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2644,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2651,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2685,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2692,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2700,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2709,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_2718,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2728,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2729,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2759,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2789,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2801,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2817,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2836,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2894,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2920,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15
DH_2921,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_2958,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_2961,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3040,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_3044,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3048,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3093,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3131,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3157,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_3158,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3172,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3174,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3182,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3184,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3186,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3228,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3235,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3257,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3268,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_3288,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_3323,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3351,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA286-E23
DH_3352,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3354,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3355,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3368,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3402,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3422,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3431,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5
DH_3457,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3458,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3463,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
DH_3487,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,NA
